class,argtype,text,argtypetext,argtypetextstart,argtypetextend 
1,2,"With the development of globalization, English became the dominated language in national trade, conference and many important events. This phenomenon has aroused a heated discussion in public.",it promotes the communication and interaction between different countries more conveniently and clearly,359,462
1,4,"Children tend to visit zoos where various kinds of wild creatures could be seen. When it comes to whether zoos should exist on contemporary society, animal-right activists strongly recommended that wildlife belong to natural environment and zoos should be banned. I would not go along with their viewpoint as zoos have irreplaceable benefits in terms of animal preservation and children education.","zoos afford a platform to education teenagers, helping to establish eco-friendly behavior towards animals",932,1037
1,4,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",the use of CCTV cameras does cause controversy,1935,1981
1,4,"Creativity is the ability to think beyond the obvious. Many governments restrict the artistic works of the creative minds. Creativity originates in a free mind. Hence, creative artists must be given the freedom to express their ideas without any restrictions.",artists should also know not to hurt the sentiments of the people,1460,1525
1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","If the school is safe, students will no be frightened or strained",1683,1748
1,2,"Never in history was advertising industry so developed as in modern society and it has led to some adverse sentiments in public because some deliver exaggerated and fake information. Hence whether we should ban all the advertisements or not has aroused much controversy of the public. My view is that while some of them are disturbing, we can not overlook other merits the advertisements bring.",publicizing brand image or a particular product of mass media could boost sales for companies,744,837
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Camping gives you the ability to see these beautiful locations at first sunlight, in the middle of the day, at sunset and even under the stars",2475,2617
1,2,"The modern society is full of cut-throat competition. Some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed. However, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.",lions hunt in a team,643,663
1,2,"For most folks on Earth, the need to gather in one place, and enjoy competition with other talented people from different cultures through popular games has always been a strong motivation. This trend is so deeply engraved in people's mind that the organisation of such events continue to be planned, even when some participants are facing grievous social problems. It is agreed that large scale sports games make people focus on attractive contests instead of international disputes, and help them being proud of their nation. This will be proved by analysing how sports events may be an important link to the peace, and by how they encourage people to display their national symbols.",South African national and traditional songs were played in the streets throughout the night,1702,1794
1,4,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",the good technology bringing to us is undeniable,2182,2230
1,2,"In our world today, there is a wide variety of museums where people can travel to and see differently interesting things. Some people state that visiting museums is only a form of recreation; others disagree, arguing that museums play a role in education. In fact, each of these arguments has its own validity.",they often organise traditional music events performed by local or other famous artists that people can attend to and enjoy to some extent,477,615
1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",children can learn a lot at school,1161,1195
1,2,"Nowadays, thanks to the development of technology, computer is now indispensable to life. Some people think that computer is good for children and it should be used daily by children but some others think differently. In my opinion, the latter opinion is true.","when they can not live without internet, they will have no time for their studying",1308,1390
1,4,"Nowadays, the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well, such as social, medical and technical problems. However, I do not think these disadvantages will outweigh the advantages brought by cell phones. In this essay, I would like to analyse these three issues in order to support my viewpoint.",almost everything that changed our lifestyle a lot will also cause some social problems,410,497
1,2,"For many centuries, outer space has been one of the most favourable realms of study. Space expeditions have been launched and many have been successful. However, a lot of people still consider space exploration as an act of wasting money, to illustrate, astronauts only brought useless rocks back to planet earth despite the large sum of money spent on their equipment. On the other hand, there are some reasons for human beings to travel to outer space.",astronauts only brought useless rocks back to planet earth despite the large sum of money spent on their equipment,302,416
1,2,"Living in the 21st century, people are firmly convinced that technology is the main driving force behind productivity. Thus, every country has been promoting technological advances in the recent years, regardless of any potential problems it may bring about. Some people are worried modern technological technology is probably a hurdle to the preservation of traditional techniques and lifestyles. However, I believe their concern is groundless. Instead, technology plays a key role in promoting traditional techniques and lifestyles.","China has successfully promoted traditional techniques in the Shanghai World Expo, using a variety of state-of â€“the-art technological methods, such as robots and LED screens",1349,1522
1,2,"The modern society is full of cut-throat competition. Some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed. However, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.",These are two sides of the same coin which can't be seperated,1969,2030
1,4,"Today, we no longer fear any contagious diseases, kudos to modern technology and medical advancement. However, it is the contagious behaviors such as addiction and the wrong abuse of drugs that continue to terrorize our society, especially the young ones. It is undeniable that drug addiction is indeed on the rise and effective solutions must be taken in order to trim down the number of drug addicts. Some suggest that it would be better if those caught red-handed using drugs be imprisoned. In my opinion, I disagree to the aforementioned resolution due to the reasons that I will put forward below.",sending the drug addicts to rehabilitation centres acts as a beacon of hope for the affected individuals and is also a crucial step in helping them redeem their lives and rejuvenate their lost hopes for a better future rather than sending them to prison,2285,2538
1,2,"The modern times have witnessed profound changes in most aspects of life, including the revolution of feminism. Women have been opened up to more chances than ever. This, contrary to some ideas, is a positive progress in human society from my point of view.","under many circumstances, women find it difficult to balance their work and their traditional role as the wives",1426,1537
1,2,"In the present age, it is a matter of fact that increasing minority languages have diminished from the world due to the proliferation of English. Some people claim it's a reasonable loss in globalization while others argue the demerits exceed the merits. Personally, I agree with the former opinion.",English is being accepted universally,414,451
1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",the possession of guns can also raise the rates of suicide,1203,1261
1,2,"In present day and age, students are normally exposed to extra jobs as early as they start their university. This phenomenon, although in some extents, are proved to have negative effects, I feel strongly that the disadvantages are far outweighed by the advantages. In this essay, some of the benefits surrounding this matter will be carefully explained.",that seems to be more essential the present shortage of sufficiently practical conditions supplied in universities,622,736
1,4,"In our world today, there is a wide variety of museums where people can travel to and see differently interesting things. Some people state that visiting museums is only a form of recreation; others disagree, arguing that museums play a role in education. In fact, each of these arguments has its own validity.","This, therefore, makes museums a place to entertain in people leisure time",782,856
1,2,"For many centuries, outer space has been one of the most favourable realms of study. Space expeditions have been launched and many have been successful. However, a lot of people still consider space exploration as an act of wasting money, to illustrate, astronauts only brought useless rocks back to planet earth despite the large sum of money spent on their equipment. On the other hand, there are some reasons for human beings to travel to outer space.","spaceships, communication satellites and space pens also contribute a lot to the society",1411,1499
1,4,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",The number one reason why people should exercise is because it will keep you healthy,615,699
1,2,Is marijuana as bad as society makes it out to be? Since the 1930's marijuana has been illegal in the United States. That being said it's somehow America's number one cash crop. Users of the drug aren't the only ones who support cannabis; many of us who do not indulge are pro-legalization because we see that prohibition does more harm than good.,Many cancer patients have used medical marijuana as a way of dealing with nausea after treatment or stimulating their appetite,2955,3081
1,4,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.",Aiding help poor countries in this situation solve their economical problems and run their own business,1071,1174
1,2,"Personally, I believe that married women nowadays have right to take up jobs like men when employment discrimination based on gender have been erased significantly. Working outside home will bring a lot of benefits to both married woman and their household. I will mention some basic reasons as following.","Besides the gorvernment's policies on limited families and their husbands' sharing in the housework, many employers are willing to offer part-time jobs for women",1177,1338
1,4,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",these various advertisements get people to buy products that are unnecessary and only look good on television,183,292
1,2,"With the rapid development of the standard of people's life, increasing numbers of animal experiments are done, new medicines and foods, for instance. Some opponents says that it is cruel to animals and nature, however, I believe that no sensible person will deny that it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals. In my essay, I will discuss this issue from twofold aspects.","if there are no animals in the world, the balance of nature will broke down, and we, human, will die out as well",591,703
1,2,"Nowadays, more and more people begin to select prepared food as their daily meals, since it can effectively save time which is considered as money in our modern society. However it is obvious that cooked food can bring about some negative influence result from utilizing the artificial ingredients, ignoring the nutrition of food and modifying people's eating habits. In this essay, I would like to explain why this is not a good thing based on the three reasons above.","some research has apparently demonstrated that prepared foods are unable to support enough nutrients we need, especially for children who are growing up",1146,1298
1,4,"Perhaps, no issue in this world is as significant to people as cooking food, because it affects everybody in their daily lives. Some people hold the opinion that people should spend much time on food. However, I do think that people are likely to spend less time in cooking food. There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.",most of young people prefer to have meals at restaurants,1232,1288
1,4,"Games have played a key role in children's growth, especially in terms of their abilities. With technological advances, children have more access to modern games currently. In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion. For me, I believe parents and educators should attach more importance to traditional games.","traditional games should be, by no means, ignored by parents and teachers with the advent of modern games",2167,2272
1,2,"Computer-a device which has given a whole new dimension to the human life. Ever since Charles Babbage (know as ""Father of computers"") invented computers, its development never had a pause. The whole world is dependent on computers, without which, the world will go back hundreds of years.",one needs to be aware of all the pros and cons and beware of malicious things,2115,2192
1,2,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",Both genders are the fulcrum of the society,1833,1876
1,2,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",they can improve their lives in many ways,3631,3672
1,2,"Over the last half century the change in the life of human begings has increased beyond our wildest expectations. There are countless new technological equipments flooding into our lives, such as the Internet, television and cell phone. They all enrich our daily lives.Now, many students learn from Internet after class and they find it quite helpful.",they find it quite helpful,369,395
1,4,"It is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology; therefore, some people think museums and art galleries will disappear soon. Although modern technology make it possible, I still believe some museums and art galleries will not disappear.",the importance of museums and art galleries is plain in terms of education and culture,833,919
1,4,"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.",we should attach more importance to cooperation,503,550
1,4,"A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees. From my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.",attending lectures in person should be allowed to take a predominant place in universities,190,280
1,2,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",It helps them how to behave and cooperate and work together,803,862
1,2,"The purpose of this essay is to discuss whether or not the only way to motivate employees to be more hard-working and productive is by raising their salaries. In this essay, I would start by analyzing the factors for higher yields and finish by stating my position on this.",Workers understand they have to work harder to meet the boss' expectations and to make themselves worthwhile,425,533
1,4,"Nowadays, the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well, such as social, medical and technical problems. However, I do not think these disadvantages will outweigh the advantages brought by cell phones. In this essay, I would like to analyse these three issues in order to support my viewpoint.",There is panic among people that their conversation can be intercepted by the third party,1305,1394
1,4,Is marijuana as bad as society makes it out to be? Since the 1930's marijuana has been illegal in the United States. That being said it's somehow America's number one cash crop. Users of the drug aren't the only ones who support cannabis; many of us who do not indulge are pro-legalization because we see that prohibition does more harm than good.,people have benefited from marijuana whether it was for medical or recreational purposes,3096,3184
1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",I suggest the government look into the background of the people in depth before giving out hand phones to them,2462,2572
1,2,"Perhaps, no issue in this world is as significant to people as cooking food, because it affects everybody in their daily lives. Some people hold the opinion that people should spend much time on food. However, I do think that people are likely to spend less time in cooking food. There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.",health and life of eaters is assured,2247,2283
1,4,"Living in the 21st century, people are firmly convinced that technology is the main driving force behind productivity. Thus, every country has been promoting technological advances in the recent years, regardless of any potential problems it may bring about. Some people are worried modern technological technology is probably a hurdle to the preservation of traditional techniques and lifestyles. However, I believe their concern is groundless. Instead, technology plays a key role in promoting traditional techniques and lifestyles.",technology may have a detrimental effect on the traditional lifestyles,1702,1772
1,4,"Nowadays, the importance of vehicles has been widely recognized thoughout the world. However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution. Some argue that the best solution to these issues is raising the price of petrol. From my perspective, I think their view is overly simplistic.",a new method of expenditure classification could be adopted,1599,1658
1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",This is chiefly to shield oneself from being harmed by any intruders or robbers,2481,2560
1,4,"The introduction of email and text messaging has brought about considerable changes in communication. With this situation, some people believe that they may be factors decreasing the position of written language. I am in favor of that idea because of their advantages and the fact we can see today about the use of these new means.","The popularity of email and text messaging, as a result, leads to the losing of written language's position",1238,1345
1,4,"Nowadays, thanks to the development of technology, computer is now indispensable to life. Some people think that computer is good for children and it should be used daily by children but some others think differently. In my opinion, the latter opinion is true.",even people who are not interested in online game can still be negatively affected by using computer too much,984,1093
1,2,"Crime is always punishable. Retribution is the method for countering criminals. Some countries have stringent rules, like capital punishment, while other have a lot of flexibility in the judicial system. However, strict laws, like capital punishment, are essential in a society.",Its first and foremost objective is safety of other human beings,386,450
1,2,"The purpose of this essay is to discuss what can students and the organizations benefit from the activity that the students sent by their schools to work for companies without salaries. In this essay, I would start by analyzing the advantages for doing this for both students and companies, and then I would draw a conclusion at the end.",students might have little idea of the real challenges or the true situation when they enter the workforce after graduation,649,772
1,2,"Personally, I believe that married women nowadays have right to take up jobs like men when employment discrimination based on gender have been erased significantly. Working outside home will bring a lot of benefits to both married woman and their household. I will mention some basic reasons as following.",a well-organized home does not need the housewife's presence the whole day long,1355,1434
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Cooking a chicken over campfire, cooking an apple pie in a dutch oven, and cooking a burger wrapped in foil on the coals of a camp fire can put the best gourmet chefs to shame",4286,4461
1,4,"Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society. Out of the case of economic development, industrial buildings are a necessary part of modern society. However a vast number of people are against building a factory near their community because of pollution. From my point of view, the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories.",The main disadvantage is contamination,960,998
1,2,"The differences between knowledge from books and from experience have erupted endless controversy. Various ideas and preferences have been presented. The purpose of my writing is to deeply discuss these sources of knowledge in two important aspects: accuracy and practicability, and to show my greater interest in knowledge accumulated from experience.",the practicability is one of the most essential factors of knowledge,1110,1178
1,4,"The last 50 years have seen an increasing number of immigrants to other countries. People moved due to a number of reasons, namely better educations or higher salary jobs. Some people thought that they should follow the local customs in order to integrate into their adopted countriesâ€™ cultures. However I strongly believe that they are able to sustain their cultural identities and doing so help they keep their origin values.",keeping the cultural traditions in the destination countries is tremendous important,1711,1795
1,2,"Nowadays men and women are equally participating in every field. Contrastingly, in the past time, women worked at home and performed sophisticated work. This factor is still affecting thinking of many people. They still believe that in present time women must do such type of work only. This tendency enforces universities to accept student according to the gender.",nowadays women are working in home as well as in the sky,604,660
1,4,"Modern communication technologies such as mobile phones, e-mails and internet chat programs like the MSN Messenger have brought significant changes to our lives in recent years. Yet, there remains some disagreement as to whether the overall effect of this innovation has been positive or negative. Although there are valid arguments to the contrary, it is my belief that the majority of people in the globe have benefited greatly from these powerful and effective means of modern communication.",modern communication technologies will benefit more people in the future as the pace of life increases,1794,1896
1,2,"The modern times have witnessed profound changes in most aspects of life, including the revolution of feminism. Women have been opened up to more chances than ever. This, contrary to some ideas, is a positive progress in human society from my point of view.",women have the outstanding instinct to take up some careers lie healthcare or human resource management due to their patience and elaboration,1184,1325
1,2,"Nowadays men and women are equally participating in every field. Contrastingly, in the past time, women worked at home and performed sophisticated work. This factor is still affecting thinking of many people. They still believe that in present time women must do such type of work only. This tendency enforces universities to accept student according to the gender.","They want female candidates for soft natured work like counseling, teaching, designing etc",1254,1344
1,4,"Nowadays men and women are equally participating in every field. Contrastingly, in the past time, women worked at home and performed sophisticated work. This factor is still affecting thinking of many people. They still believe that in present time women must do such type of work only. This tendency enforces universities to accept student according to the gender.",This tendency enforces universities to accept student according to the gender,328,405
1,4,"The purpose of this essay is to discuss whether or not the only way to motivate employees to be more hard-working and productive is by raising their salaries. In this essay, I would start by analyzing the factors for higher yields and finish by stating my position on this.",providing a more secured and relaxing environment for workers can fundamentally boost their productivity,1665,1769
1,2,"Perhaps, no issue in this world is as significant to people as cooking food, because it affects everybody in their daily lives. Some people hold the opinion that people should spend much time on food. However, I do think that people are likely to spend less time in cooking food. There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.","Even, with the help of ozone machines, bacterias, mold spores, or pesticide in vegetables, fruits and foods will be killed and removed",2106,2240
1,2,"A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees. From my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.","Thanks to the economical online-teaching, universities and colleges are able to offer grants for students who have outstanding academic achievements but are unable to attend schools because of financial constrains",1139,1352
1,4,"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.",a more cooperative attitudes towards life is more profitable in one's success,2154,2231
1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping gives anyone the possibility to go places that they have never been before,2078,2160
1,4,"The modern times have witnessed profound changes in most aspects of life, including the revolution of feminism. Women have been opened up to more chances than ever. This, contrary to some ideas, is a positive progress in human society from my point of view.","This, contrary to some ideas, is a positive progress in human society",242,311
1,2,"Presently, it is commonly accepted that students have to learn over eight subjects in school. Public retain differing views on whether to teach students all subjects or just focus on one subject. Some parents are satisfied with the full class schedule of their children. While, others claim that studying only one subject is more effective. Before rendering my own opinion, I will explore sides of this topic.",concentrating on one subject can reduce students' pressure and foster the effectiveness in training talents,1827,1934
1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",our surroundings would be safer with lower accident rates,661,718
1,4,"In present day and age, students are normally exposed to extra jobs as early as they start their university. This phenomenon, although in some extents, are proved to have negative effects, I feel strongly that the disadvantages are far outweighed by the advantages. In this essay, some of the benefits surrounding this matter will be carefully explained.",the disadvantages are far outweighed by the advantages,249,303
1,4,"Primary and secondary education provide a basic knowledge and skills to the people in this world. I completely agree that government should provide those education to their people; however, for the more higher education like university, the students or their parents should pay for the fees.",government should not pay for the university fees,1342,1391
1,2,"Nowadays, more and more people begin to select prepared food as their daily meals, since it can effectively save time which is considered as money in our modern society. However it is obvious that cooked food can bring about some negative influence result from utilizing the artificial ingredients, ignoring the nutrition of food and modifying people's eating habits. In this essay, I would like to explain why this is not a good thing based on the three reasons above.",it can effectively save time which is considered as money in our modern society,104,183
1,2,"With the current trend today of the ever-changing technology, it cannot be denied that several jobs are replaceable. On the other hand, there are still jobs which require the expertise of a human employee especially when it entails decision-making situations.",We still need the personal touch of a human in each and everything that technology or computer could offer us,1596,1705
1,4,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",universities should accept them in equal numbers,1721,1769
1,2,"The last 50 years have seen a significant increase in the number of tourist travelling worldwide. While some might think the tourism bring large profit for the destination countries, I would contend that this industry has affected the cultural attributes and damaged the natural environment of the tourist destinations.","Take Thailand for example, in the Vietnam War, many American soldiers came to Thailand for a break and involved in sexual and drug activities, these huge demands caused many local businesses opened and expanded, even illegally involved in under-age prostitutes to maximise their profits",533,819
1,2,"Many people believe that the life in a major metropolis is convenient and interesting. Personally, however, I am in favor of living in a small town. The atmosphere in suburban area brings me peaceful feeling. Moreover, people there are very friendly. Finally, the environmental is greener than in cities. That is why I love enjoying my life in a small town.",The relationship among them can be so close that they usually attend the birthday party of one of their neighboring people,1092,1214
1,4,"Games have played a key role in children's growth, especially in terms of their abilities. With technological advances, children have more access to modern games currently. In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion. For me, I believe parents and educators should attach more importance to traditional games.","modern games may be, to some extent, beneficial for children to foster some skills, such as computer skills or the capacity to keep up with the latest trend",504,660
1,2,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.","If people in rich countries ponder poor people suffering from poverty and diseases, they would never take their abundance for granted",1467,1600
1,2,"The modern society is full of cut-throat competition. Some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed. However, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.",competition and co-operation go hand in hand,1923,1967
1,2,"Today, we no longer fear any contagious diseases, kudos to modern technology and medical advancement. However, it is the contagious behaviors such as addiction and the wrong abuse of drugs that continue to terrorize our society, especially the young ones. It is undeniable that drug addiction is indeed on the rise and effective solutions must be taken in order to trim down the number of drug addicts. Some suggest that it would be better if those caught red-handed using drugs be imprisoned. In my opinion, I disagree to the aforementioned resolution due to the reasons that I will put forward below.",They can also report to the concerned parties about any misuse of drugs at the residential areas,1733,1829
1,2,"Nowadays, the importance of vehicles has been widely recognized thoughout the world. However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution. Some argue that the best solution to these issues is raising the price of petrol. From my perspective, I think their view is overly simplistic.","if they must pay more money on fuel, they may consider about that price of purchasing additionally for more time",876,988
1,2,"As we read newspapers or watch TV, we have always been attracted by environmental problems such as traffic issues, air and water pollution questions. Initiatives should be taken to address the specific problems. As the impacts for those pollution and traffic issues are extremely far-reaching, it is insufficient to increase the petrol price only to solve problems, though it is a promising method discussed in the contemporary society.","the improvements of work efficiency also attribute to the speed-up of working pace, resulting in traffic jams during rush-hours",1123,1250
1,2,"Living in the 21st century, people are firmly convinced that technology is the main driving force behind productivity. Thus, every country has been promoting technological advances in the recent years, regardless of any potential problems it may bring about. Some people are worried modern technological technology is probably a hurdle to the preservation of traditional techniques and lifestyles. However, I believe their concern is groundless. Instead, technology plays a key role in promoting traditional techniques and lifestyles.",This means individuals who were engaged in work and therefore could not spare time to travel or restricted by traffic conditions had to miss the chance to appreciate the traditional skills,845,1033
1,2,"It is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology; therefore, some people think museums and art galleries will disappear soon. Although modern technology make it possible, I still believe some museums and art galleries will not disappear.",more and more people can watch exhibitions through television or internet at home due to modern technology,72,178
1,4,"The last 50 years have seen a significant increase in the number of tourist travelling worldwide. While some might think the tourism bring large profit for the destination countries, I would contend that this industry has affected the cultural attributes and damaged the natural environment of the tourist destinations.",tourism has threatened the nature environments,1579,1625
1,2,"For many centuries, outer space has been one of the most favourable realms of study. Space expeditions have been launched and many have been successful. However, a lot of people still consider space exploration as an act of wasting money, to illustrate, astronauts only brought useless rocks back to planet earth despite the large sum of money spent on their equipment. On the other hand, there are some reasons for human beings to travel to outer space.","If it was not for the space exploration, we would never know these facts",726,798
1,4,"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.","without the cooperation, there would be no victory of competition",1927,1992
1,2,The increasing population and the technological advancements demand more energy than in the past. It is believed that there are various other resources such as the nuclear and solar which are abundant and eco-friendly. I will analyze these areas in the essay.,during summer there will be a lot of power cut in the developing countries such as India,584,672
