,class,argtype,text,argtypetext,argtypetextstart,argtypetextend 
1390,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more,540,671
1391,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.","Advertisements are, therefore, very important for many businesses to increase sales and hence profits",673,774
1392,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.","to consumers, advertising can bring them many benefits",782,836
1393,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",they can compare them and then have a better decision in choosing their internet or mobile phone plans,967,1069
1394,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses,1304,1423
1395,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.","this is generally known as spam, and causes discomfort or even annoyance to many people",1425,1512
1396,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",advertising can be very expensive and not every advertising campaign can be done successfully and brings good results,1524,1641
1397,1,4,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",some people have argued against advertising due to its negative impacts,1222,1293
1398,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.","advertising is believed by many, a financial burden to businesses",1654,1719
1399,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",advertising has brought great benefits to lives,268,315
1400,1,4,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",it should be considered a positive activity,326,369
1401,1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",customers of telecommunication services will have an idea about the current offers of different companies,851,956
1402,1,4,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",it is easy to see why the idea that advertising is a positive part of life will garner strong support,1090,1191
1403,1,4,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",I find myself aligned with opponenets of the usages of nuclear power,349,417
1404,1,4,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",pursuit of nuclear technology one way or the other leads towards atomic weapons,535,614
1405,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",Last centuary has witnesed the horrors of such weapons,616,670
1406,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",If each country pursues the fusion and fission process some of them may try to mold it for millitary usage,672,778
1407,1,4,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",even civil usages of atomic power pose a dire threat of radio activity,825,895
1408,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area,909,1065
1409,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",no matter how much careful we are such accidents are unevitable,1102,1165
1410,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power,1187,1318
1411,1,4,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",Safely getting rid of nuclear waste is a daunting task,1320,1374
1412,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",there has not been any permanat solution of it,1379,1425
1413,1,4,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",This waste is many times more lethal to our environment than any of the other hazordous material,1427,1523
1414,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",nuclear power may apear silver bullet for energy crisis,1596,1651
1415,1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",its disadvantages far outweigh the adavantages,1656,1702
1416,1,4,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",use of nuclear technology should be discouraged even for civil purposes,1724,1795
1417,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",I agree to this solution only to a certain degree,374,423
1418,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",giving those with no work a mobile phone each is a total waste of money,444,515
1419,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.","when people without jobs have hand phones that have access to the Internet, they will be able to browse the net for more job opportunities",546,684
1420,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",they can surf the The Star Onlines' work section to find a job that is suitable for them,699,787
1421,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.","With the help of the net, they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job",789,947
1422,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",the mobile phones can also be used to make calls with the companies in which they would like to work with,964,1069
1423,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.","if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive",1081,1227
1424,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",supplying hand phones to the unemployed is a waste of the taxpayers' money,1276,1350
1425,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country,1368,1485
1426,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",the money can be used to build more amenities for the public or given to the poor,1515,1596
1427,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",they can use it to help them earn a living,1605,1647
1428,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",the money can be used for other intentions rather than giving hand phones to the unemployed,1662,1753
1429,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.","when hand phones are provided for free, many would want to take advantage of this opportunity",1768,1861
1430,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones,1959,2070
1431,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.","in order to obtain a mobile phone, they make themselves jobless",1894,1957
1432,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",the public's money is spent worthlessly,2089,2128
1433,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment,2156,2262
1434,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",the suggestion of providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment,2289,2460
1435,1,4,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",I suggest the government look into the background of the people in depth before giving out hand phones to them,2462,2572
1436,1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.",the public money should be utilized for the benefit of the society and not just for some of them who are not willing to put in more effort to find them a proper work,2598,2763
1437,1,4,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",CCTV cameras should be installed in every premise,504,553
1438,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise",247,367
1439,1,4,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",CCTV cameras are essential and therefore must be installed in every premise,2404,2479
1440,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",This is chiefly to shield oneself from being harmed by any intruders or robbers,2481,2560
1441,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",safety should be put first in order to be safe,2637,2683
1442,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",privacies are lost with the use of these cameras,2574,2622
1443,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced",746,877
1444,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight",907,1080
1445,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",the employees know that they are under constant surveillance,1100,1160
1446,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",they will less likely steal from the shops,1162,1204
1447,1,4,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",CCTVs must be put in all workplace,1229,1263
1448,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",crime rates can be minimized,1272,1300
1449,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","by having CCTV cameras at workplace, crimes such as robbery can be trimmed down",649,728
1450,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",the customers know very well that their conversations are recorded,1597,1663
1451,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","In the event of an argument, the videotapes can used to determine what actually took place and further actions can be then taken",1665,1793
1452,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",face-to-face interactions with an annoyed customer can put the employee in physical danger,1412,1502
1453,1,4,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",these cameras can help to provide some form of protection to the workers against the customers,1805,1899
1454,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","at some offices, employees are often required to handle angry or frustrated customers",1315,1400
1455,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",the installation of CCTV cameras may help the employees escape this situation,1511,1588
1456,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime,2259,2389
1457,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",prevention is always better than suffering from the consequences,2187,2251
1458,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",safety is of paramount importance compared to privacy,2129,2182
1459,1,4,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",the use of CCTV cameras does cause controversy,1935,1981
1460,1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",their privacies are invaded with the constant monitoring of the cameras,2025,2096
1461,1,4,"Recently, the controversial debate surrounding universities has sparked interests among students and the media. Some of them deem universities principally provide training for people to be qualified employees. However, others support that it is more reasonable to set down universities as a centre of culture life where knowledge is transferred and updated. This essay will argue that the main functions of universities as the highest educational institution are teaching and researching.",the main functions of universities as the highest educational institution are teaching and researching,448,550
1462,1,4,"Recently, the controversial debate surrounding universities has sparked interests among students and the media. Some of them deem universities principally provide training for people to be qualified employees. However, others support that it is more reasonable to set down universities as a centre of culture life where knowledge is transferred and updated. This essay will argue that the main functions of universities as the highest educational institution are teaching and researching.",universities are not only continuation of schooling but a platform where people start knowing more about society,868,980
